site_name,,BCD,BNM,Cultural Venue Type,latitude,longitude
Phoenix Community Centre,,E09000008,Croydon,Community centres,51.41742577,-0.082047075
Sanderstead Parish Halls,,E09000008,Croydon,Community centres,51.34515629,-0.0944997
Whytecliffe Community Space,,E09000008,Croydon,Community centres,51.33905865,-0.113359993
The Sundial Centre,,E09000030,Tower Hamlets,Community centres,51.53014474,-0.070190485
Butley Court Senior Citizens Centre,,E09000030,Tower Hamlets,Community centres,51.53339544,-0.034665662
Tredegar Community Centre,,E09000030,Tower Hamlets,Community centres,51.53024182,-0.024164653
Lascar Wharf Community Centre,,E09000030,Tower Hamlets,Community centres,51.51486388,-0.035195058
Phoenix Heights Community Centre,,E09000030,Tower Hamlets,Community centres,51.50029718,-0.021764669
Flower and Dean Community Centre,,E09000030,Tower Hamlets,Community centres,51.51775875,-0.072184594
Bede Community Centre,,E09000030,Tower Hamlets,Community centres,51.52061478,-0.029920656
Southern Grove Community Centre,,E09000030,Tower Hamlets,Community centres,51.52403336,-0.031132721
The Centre,,E09000030,Tower Hamlets,Community centres,51.52535156,-0.026942528
St Hilda's East Community Centre,,E09000030,Tower Hamlets,Community centres,51.5250752,-0.074153188
Brady Arts and Community Centre,,E09000030,Tower Hamlets,Community centres,51.51941799,-0.065368541
Francis Lee Community Centre,,E09000030,Tower Hamlets,Community centres,51.53657473,-0.0307109
Cedar Centre,,E09000030,Tower Hamlets,Community centres,51.493295,-0.022604515
Kingsley Hall Community Centre,,E09000030,Tower Hamlets,Community centres,51.52662389,-0.014402679
Saint John's Community Centre,,E09000030,Tower Hamlets,Community centres,51.49527111,-0.012078314
Island House Community Centre,,E09000030,Tower Hamlets,Community centres,51.49848265,-0.010022248
Devons Estate TRA,,E09000030,Tower Hamlets,Community centres,51.52605387,-0.014196821
Hind Grove Community Hall,,E09000030,Tower Hamlets,Community centres,51.51281726,-0.024831638
Tab Centre,,E09000030,Tower Hamlets,Community centres,51.52741191,-0.075931759
Brady Arts and Community Centre,,E09000030,Tower Hamlets,Community centres,51.51941799,-0.065368541
Spotlight Centre,,E09000030,Tower Hamlets,Community centres,51.51544311,-0.011588591
St Paul's Way Community Centre,,E09000030,Tower Hamlets,Community centres,51.51809777,-0.027011045
Teviot Centre,,E09000030,Tower Hamlets,Community centres,51.51863265,-0.013600751
Linc Centre,,E09000030,Tower Hamlets,Community centres,51.52137691,-0.020541167
Bromley by Bow Centre,,E09000030,Tower Hamlets,Community centres,51.52717901,-0.01319635
Trussler Community Hall,,E09000030,Tower Hamlets,Community centres,51.51194819,-0.016035675
St Peterâs North Community Centre,,E09000030,Tower Hamlets,Community centres,51.53364438,-0.062111968
Hanbury Street Community Room,,E09000030,Tower Hamlets,Community centres,51.51988257,-0.066819129
Portsoken Health & Community Centre,,E09000030,Tower Hamlets,Community centres,51.51342095,-0.062711449
St John's TRA Office ,,E09000030,Tower Hamlets,Community centres,51.49627861,-0.012684768
Virginia Quays Community Centre,,E09000030,Tower Hamlets,Community centres,51.50905536,-0.000856892
SocietyLinks,,E09000030,Tower Hamlets,Community centres,51.51047462,-0.069451425
Aberfeldy Community Centre,,E09000030,Tower Hamlets,Community centres,51.51399397,-0.006218174
Poplar Union,,E09000030,Tower Hamlets,Community centres,51.51559973,-0.022982608
The Cabin Community Centre,,E09000030,Tower Hamlets,Community centres,51.51365117,-0.009331855
Selby Street Community Centre,,E09000030,Tower Hamlets,Community centres,51.52174565,-0.062559788
Fieldgate Mansion Community Centre,,E09000030,Tower Hamlets,Community centres,51.5166282,-0.063065348
Tarling East Community Centre Main Hall,,E09000030,Tower Hamlets,Community centres,51.51226826,-0.054798818
Wodeham Gardens Community Room,,E09000030,Tower Hamlets,Community centres,51.51953365,-0.063114981
Cable Street Pensionerâs Club Room,,E09000030,Tower Hamlets,Community centres,51.51169012,-0.049439436
Zander Court Club Room,,E09000030,Tower Hamlets,Community centres,51.52991364,-0.063813197
Minerva Community Centre Main Hall,,E09000030,Tower Hamlets,Community centres,51.5313379,-0.059672376
Woodheyes,,E09000005,Brent,Community centres,51.55134633,-0.256678866
Unity Centre,,E09000005,Brent,Community centres,51.54434828,-0.253528496
The Stonebridge Hub,,E09000005,Brent,Community centres,51.54150653,-0.260790233
Pakistan Community Centre (Pakistan Welfare Association),,E09000005,Brent,Community centres,51.55009336,-0.224676969
Preston and Mall,,E09000005,Brent,Community centres,51.57760526,-0.28793082
Kings Hall,,E09000005,Brent,Community centres,51.54466413,-0.234363641
The Granville Plus Centre,,E09000005,Brent,Community centres,51.53276318,-0.197452297
Dudden Hill Community Centre,,E09000005,Brent,Community centres,51.54939556,-0.239243091
The Tabot Centre,,E09000005,Brent,Community centres,51.53297984,-0.198092561
Chalkhill Community Centre,,E09000005,Brent,Community centres,51.56389605,-0.276528244
The Vale Community Centre,,E09000005,Brent,Community centres,51.53176586,-0.196338274
Marian Community Centre,,E09000005,Brent,Community centres,51.53096657,-0.195822008
KSL Hall,,E09000005,Brent,Community centres,51.54251954,-0.285642657
The Bridgestone Arena,,E09000005,Brent,Community centres,51.54106606,-0.266272574
The Granville,,E09000005,Brent,Community centres,51.53272046,-0.197598169
St Kitts and Nevis,,E09000005,Brent,Community centres,51.56443743,-0.243264381
Gladstone Youth and Community Centre,,E09000005,Brent,Community centres,51.55530536,-0.229191154
Donnington Court Community Room,,E09000005,Brent,Community centres,51.54232305,-0.232968917
Mulberry Court Community Centre,,E09000005,Brent,Community centres,51.54887346,-0.260321636
Hawthorn Community Hall,,E09000032,Wandsworth,Community centres,51.42521831,-0.159166575
St. James Centre,,E09000032,Wandsworth,Community centres,51.44230497,-0.161472814
R.O.S.E Clubroom,,E09000032,Wandsworth,Community centres,51.47771895,-0.140982917
Penfold Centre,,E09000032,Wandsworth,Community centres,51.45532797,-0.195150105
Tooting Grove Community Clubhouse,,E09000032,Wandsworth,Community centres,51.42640277,-0.172223721
Brookside Community Centre,,E09000032,Wandsworth,Community centres,51.46279031,-0.250238056
Open Door Community Centre,,E09000032,Wandsworth,Community centres,51.44879712,-0.216175107
Focus Hall,,E09000032,Wandsworth,Community centres,51.45079464,-0.24967463
Aboyne Community Clubroom,,E09000032,Wandsworth,Community centres,51.43470294,-0.180884765
Civic Suite,,E09000032,Wandsworth,Community centres,51.45699182,-0.191658569
Horne Way Community Clubroom,,E09000032,Wandsworth,Community centres,51.47064801,-0.226755834
Park Court Clubroom (The Venue),,E09000032,Wandsworth,Community centres,51.47527038,-0.14934816
Ackroydon Community Clubroom,,E09000032,Wandsworth,Community centres,51.44684216,-0.218309201
Kambala Community Clubroom,,E09000032,Wandsworth,Community centres,51.46901454,-0.173631871
Wilditch Centre,,E09000032,Wandsworth,Community centres,51.47178853,-0.159525189
Chatham Hall,,E09000032,Wandsworth,Community centres,51.45506644,-0.16553755
Boyd Court Clubroom,,E09000032,Wandsworth,Community centres,51.45395736,-0.227934947
Alton Community Centre,,E09000032,Wandsworth,Community centres,51.44710736,-0.23824507
Fitzhugh Grove Community Room,,E09000032,Wandsworth,Community centres,51.45313435,-0.176582753
Minstead Gardens Christian Community Centre,,E09000032,Wandsworth,Community centres,51.4517687,-0.249263187
Ethelburga Community Clubroom,,E09000032,Wandsworth,Community centres,51.47748574,-0.166150903
York Gardens Library and Community Centre,,E09000032,Wandsworth,Community centres,51.46722566,-0.177720211
Balham Community Centre,,E09000032,Wandsworth,Community centres,51.44159,-0.148608305
St John's Hill Community Centre,,E09000032,Wandsworth,Community centres,51.46161128,-0.171753452
Sycamores Centre,,E09000032,Wandsworth,Community centres,51.45824252,-0.195207896
Henry Prince Estate Community Clubroom,,E09000032,Wandsworth,Community centres,51.44473347,-0.190415888
Pennethorne House Meeting Room,,E09000032,Wandsworth,Community centres,51.46790182,-0.176095122
Toland Square Community Clubroom,,E09000032,Wandsworth,Community centres,51.45655847,-0.241825378
Aubyn Square Clubroom,,E09000032,Wandsworth,Community centres,51.46050536,-0.242364759
Community Clubroom (lennox),,E09000032,Wandsworth,Community centres,51.46493842,-0.252574589
Manresa Clubroom,,E09000032,Wandsworth,Community centres,51.44722466,-0.241867141
Andrew Reed House Clubroom,,E09000032,Wandsworth,Community centres,51.44961718,-0.215697004
Minstead Gardens Clubroom,,E09000032,Wandsworth,Community centres,51.45242458,-0.249223716
Newlands Hall (Putney Vale Clubroom),,E09000032,Wandsworth,Community centres,51.43808068,-0.244376346
Beethoven Centre,,E09000033,Westminster,Community centres,51.5310307,-0.208809861
The Factory,,E09000033,Westminster,Community centres,51.52358292,-0.195191432
Abbey Community Association : Abbey Community Centre,,E09000033,Westminster,Community centres,51.49734923,-0.129623899
Derry Hall,,E09000033,Westminster,Community centres,51.52321953,-0.172283551
Wharncliffe Gardens Community Hall,,E09000033,Westminster,Community centres,51.52672418,-0.174451645
The Fitzrovia Centre,,E09000033,Westminster,Community centres,51.52018352,-0.138740847
London Chinese Community Centre,,E09000033,Westminster,Community centres,51.51146713,-0.129016611
Portgate Community Hall,,E09000033,Westminster,Community centres,51.52691573,-0.201993895
Warwick Community Hall,,E09000033,Westminster,Community centres,51.52190823,-0.192720657
St Judes Community Hall,,E09000033,Westminster,Community centres,51.52877827,-0.210296765
Pickering Hall,,E09000033,Westminster,Community centres,51.51539353,-0.185469569
Churchill Gardens Residents Hall,,E09000033,Westminster,Community centres,51.48698079,-0.144351467
Village Club,,E09000033,Westminster,Community centres,51.5337745,-0.168618244
Grosvenor Hall,,E09000033,Westminster,Community centres,51.49313184,-0.130199966
The Greenside Community Centre,,E09000033,Westminster,Community centres,51.52533462,-0.166303378
The Hellenic Centre,,E09000033,Westminster,Community centres,51.52095673,-0.153564938
The Grosvenor Waterside,,E09000033,Westminster,Community centres,51.48724755,-0.148143309
Westbourne Park Family Centre,,E09000033,Westminster,Community centres,51.51901555,-0.195833339
Paddington Development Trust,,E09000033,Westminster,Community centres,51.52119908,-0.196309171
Open Age Westbourne Hub,,E09000033,Westminster,Community centres,51.52306591,-0.200170733
Jubilee Hall,,E09000033,Westminster,Community centres,51.51206247,-0.122939204
Marylebone Bangladesh Society,,E09000033,Westminster,Community centres,51.52466487,-0.169834496
Cardinal Hume Centre,,E09000033,Westminster,Community centres,51.49513047,-0.132034219
WECH Community Centre (Walterton & Elgin Community homes),,E09000033,Westminster,Community centres,51.52369602,-0.197868233
Neighbourhood Centre (Harrow Road),,E09000033,Westminster,Community centres,51.52568329,-0.205487907
Broadley Gardens Community Space,,E09000033,Westminster,Community centres,51.5222606,-0.169051622
Tachbrook Social Club,,E09000033,Westminster,Community centres,51.48872269,-0.133981501
Dryburgh Community Hall,,E09000033,Westminster,Community centres,51.49069445,-0.146606342
Lydford Tenants and Residents Hall,,E09000033,Westminster,Community centres,51.52845733,-0.201659207
Queens Park Court Community Hall,,E09000033,Westminster,Community centres,51.5292126,-0.214013763
Penfold Community Hub,,E09000033,Westminster,Community centres,51.52372908,-0.172106441
Pimlico Thamesbank Centre,,E09000033,Westminster,Community centres,51.48652031,-0.145940179
Centrepoint Bruce House Foyer,,E09000033,Westminster,Community centres,51.513925,-0.119634204
The Marylebone Association,,E09000033,Westminster,Community centres,51.52357013,-0.144795453
The Honeywell Centre,,E09000017,Hillingdon,Community centres,51.51348915,-0.477704949
Meadows Community Centre,,E09000017,Hillingdon,Community centres,51.49793951,-0.478237973
Haydon Hall  ,,E09000017,Hillingdon,Community centres,51.58853627,-0.406260588
Cowley Meeting Hall,,E09000017,Hillingdon,Community centres,51.52679235,-0.482751018
Community Centre Stockley Park ,,E09000017,Hillingdon,Community centres,51.5151048,-0.459578309
Brookside Community Centre,,E09000017,Hillingdon,Community centres,51.51868177,-0.392450025
Hillingdon Community Centre,,E09000017,Hillingdon,Community centres,51.52312568,-0.466080341
South Ruislip Community Centre,,E09000017,Hillingdon,Community centres,51.5605654,-0.388282678
Yeading Community Centre,,E09000017,Hillingdon,Community centres,51.52598084,-0.385056891
Sipson Community Centre,,E09000017,Hillingdon,Community centres,51.48317542,-0.455643084
Harefield Community Centre,,E09000017,Hillingdon,Community centres,51.59057409,-0.484238306
Harmondsworth & Longford Community Centre,,E09000017,Hillingdon,Community centres,51.48687606,-0.480090197
Uxbridge Community Centre,,E09000017,Hillingdon,Community centres,51.53663813,-0.479326145
Hayes & Harlington Community Centre,,E09000017,Hillingdon,Community centres,51.50186178,-0.423918944
Crane Youth & Community Centre,,E09000017,Hillingdon,Community centres,51.49356999,-0.423196466
Manor Farm Community Centre,,E09000017,Hillingdon,Community centres,51.57839471,-0.428589317
Hayes End Community Centre,,E09000017,Hillingdon,Community centres,51.52369573,-0.439439772
Skylark Community Centre,,E09000017,Hillingdon,Community centres,51.52725733,-0.415371345
Eastcote Community Centre,,E09000017,Hillingdon,Community centres,51.5733262,-0.401519134
Kate Fassnidge Community Hall,,E09000017,Hillingdon,Community centres,51.60744165,-0.415733928
Townfield Community Centre,,E09000017,Hillingdon,Community centres,51.51248847,-0.418407408
Charville Community Centre0,,E09000017,Hillingdon,Community centres,51.53717432,-0.428611308
Barnhill Community Centre,,E09000017,Hillingdon,Community centres,51.53218836,-0.40497913
Brookside Community Centre,,E09000017,Hillingdon,Community centres,51.51868177,-0.392450025
Yiewsley & West Drayton Commmunity Centre,,E09000017,Hillingdon,Community centres,51.50236828,-0.467543398
Ickenham Village Hall,,E09000017,Hillingdon,Community centres,51.56459612,-0.445801247
Willow Tree Community House,,E09000017,Hillingdon,Community centres,51.52057154,-0.388621269
Havelock Centre Southall,,E09000009,Ealing,Community centres,51.50132881,-0.365944517
Friary Park Community Centre,,E09000009,Ealing,Community centres,51.51631244,-0.263422404
Jasmine Community Centre,,E09000009,Ealing,Community centres,51.51527656,-0.383504305
